index,age,euducation_level,job,marital,have_credit_card,have_housing_loan,have_personal_loan,connect_method,previous_connect_month,previous_connect_weekday,campaign_connect_times,after_campaign_connect_day,before_campaign_connect_times,last_campaign_outcomes,employment_rate,consumer_price_index,consumer_confidence_index,label
15829,20,medium,employment,single,no,no,no,telephone,May,Friday,2,-1,0,nonexistent,61.1,93.994,-36.4,0
15830,88,low,retired,divorced,no,yes,no,cellular,Octobor,Wednesday,1,-1,0,nonexistent,56.6,92.431,-26.9,0
15831,36,medium,employment,married,no,no,no,telephone,May,Monday,3,-1,0,nonexistent,61.1,93.994,-36.4,0
15832,36,high,employment,married,no,yes,no,telephone,June,Friday,9,-1,0,nonexistent,61.4,94.465,-41.8,0
15833,25,high,employment,married,no,yes,no,cellular,June,Tuesday,4,-1,1,failure,57.1,92.963,-40.8,1
15834,18,medium,student,single,no,no,no,cellular,May,Monday,1,-1,2,failure,58.2,92.893,-46.2,1
15835,50,medium,employment,married,no,no,no,telephone,May,Thursday,6,-1,0,nonexistent,61.1,93.994,-36.4,0
15836,32,high,employment,married,no,no,no,cellular,April,Monday,2,-1,0,nonexistent,58.2,93.075,-47.1,0
15837,32,low,employment,married,unknown,no,yes,telephone,July,Wednesday,1,-1,0,nonexistent,61.4,93.918,-42.7,1
15838,33,medium,employment,married,unknown,yes,no,telephone,May,Wednesday,1,-1,0,nonexistent,61.1,93.994,-36.4,0
15839,54,high,employment,married,no,yes,no,telephone,July,Friday,1,-1,0,nonexistent,61.4,93.918,-42.7,0
15840,49,high,employment,married,no,no,yes,cellular,November,Tuesday,1,-1,0,nonexistent,56.6,92.649,-30.1,0
15841,44,medium,employment,married,no,no,no,cellular,November,Wednesday,1,-1,1,failure,59.9,93.2,-42,0
15842,51,medium,retired,married,unknown,no,no,cellular,July,Friday,1,-1,0,nonexistent,61.4,93.918,-42.7,0
15843,25,medium,employment,single,no,yes,no,cellular,July,Wednesday,1,-1,0,nonexistent,61.4,93.918,-42.7,0
15844,53,high,employment,married,no,yes,no,cellular,November,Thursday,1,-1,0,nonexistent,59.9,93.2,-42,0
15845,31,high,employment,single,no,no,no,cellular,November,Thursday,1,-1,0,nonexistent,59.9,93.2,-42,0
15846,60,high,employment,married,no,yes,no,cellular,April,Thursday,1,-1,0,nonexistent,58.2,93.075,-47.1,0
15847,32,high,employment,married,no,yes,no,cellular,August,Monday,3,-1,0,nonexistent,61.4,93.444,-36.1,0
15848,28,medium,employment,married,unknown,no,no,cellular,May,Thursday,1,-1,1,failure,58.2,92.893,-46.2,0
15849,26,high,employment,single,no,no,no,telephone,Octobor,Wednesday,1,-1,2,failure,58.9,94.601,-49.5,0
15850,33,medium,employment,single,no,yes,no,cellular,April,Friday,2,-1,0,nonexistent,58.2,93.075,-47.1,0
15851,29,medium,student,single,no,yes,no,cellular,July,Thursday,2,-1,0,nonexistent,57.1,92.469,-33.6,1
15852,39,medium,employment,married,no,yes,no,cellular,May,Monday,1,-1,1,failure,58.2,92.893,-46.2,0
15853,46,medium,employment,divorced,no,yes,no,cellular,April,Thursday,2,-1,0,nonexistent,58.2,93.075,-47.1,0
15854,42,high,employment,married,no,no,no,telephone,June,Wednesday,3,-1,0,nonexistent,61.4,94.465,-41.8,0
15855,39,medium,employment,married,no,yes,no,telephone,April,Tuesday,1,-1,0,nonexistent,58.2,93.075,-47.1,0
15856,41,high,employment,divorced,no,no,no,cellular,July,Thursday,5,-1,0,nonexistent,61.4,93.918,-42.7,0
15857,25,high,unemployed,married,no,no,no,cellular,May,Monday,8,10,1,success,58.2,92.893,-46.2,0
15858,70,medium,retired,married,no,no,no,cellular,November,Tuesday,1,-1,0,nonexistent,56.6,92.649,-30.1,1
15859,32,high,employment,single,no,yes,yes,telephone,June,Monday,6,-1,0,nonexistent,61.4,94.465,-41.8,0
15860,40,high,employment,single,no,no,no,telephone,May,Tuesday,3,-1,0,nonexistent,61.1,93.994,-36.4,0
15861,30,high,employment,single,no,yes,no,cellular,July,Tuesday,1,-1,0,nonexistent,61.4,93.918,-42.7,0
15862,48,low,unemployed,married,unknown,yes,no,cellular,August,Wednesday,1,-1,0,nonexistent,61.4,93.444,-36.1,0
15863,30,high,employment,married,no,yes,yes,telephone,June,Monday,1,-1,0,nonexistent,61.4,94.465,-41.8,0
15864,33,high,employment,married,no,yes,yes,cellular,May,Monday,2,-1,0,nonexistent,58.2,93.876,-40,0
15865,30,low,employment,divorced,no,no,no,cellular,July,Tuesday,3,-1,0,nonexistent,61.4,93.918,-42.7,0
15866,31,high,employment,single,no,no,no,telephone,July,Thursday,1,5,1,success,58.3,94.215,-40.3,1
15867,30,medium,employment,single,no,yes,no,cellular,May,Thursday,1,-1,0,nonexistent,58.2,92.893,-46.2,0
15868,49,high,employment,married,no,yes,no,cellular,April,Monday,6,-1,1,failure,58.2,93.075,-47.1,0
15869,30,high,employment,married,unknown,yes,no,cellular,July,Tuesday,1,-1,0,nonexistent,61.4,93.918,-42.7,0
15870,57,high,employment,married,unknown,unknown,unknown,telephone,May,Tuesday,5,-1,0,nonexistent,61.1,93.994,-36.4,0
15871,40,medium,employment,married,no,no,no,telephone,May,Wednesday,3,-1,0,nonexistent,61.1,93.994,-36.4,0
15872,47,low,employment,married,no,no,yes,cellular,July,Monday,1,-1,0,nonexistent,61.4,93.918,-42.7,0
15873,51,high,employment,divorced,no,yes,no,telephone,May,Thursday,1,-1,0,nonexistent,61.1,93.994,-36.4,0
15874,58,medium,employment,married,no,yes,no,cellular,November,Friday,1,-1,0,nonexistent,59.9,93.2,-42,0
15875,48,low,employment,divorced,unknown,no,no,telephone,May,Tuesday,1,-1,0,nonexistent,61.1,93.994,-36.4,0
15876,28,low,employment,single,no,yes,yes,cellular,May,Friday,6,-1,0,nonexistent,58.2,92.893,-46.2,0
15877,38,medium,employment,married,no,yes,no,cellular,April,Thursday,2,-1,1,failure,58.2,93.075,-47.1,0
15878,27,medium,employment,single,no,yes,no,telephone,July,Friday,1,-1,0,nonexistent,61.4,93.918,-42.7,0
15879,37,medium,employment,married,no,yes,no,telephone,June,Tuesday,1,-1,0,nonexistent,61.4,94.465,-41.8,0
15880,25,medium,employment,single,no,yes,no,cellular,July,Monday,2,-1,0,nonexistent,61.4,93.918,-42.7,0
15881,31,high,employment,married,no,no,no,telephone,May,Wednesday,3,-1,0,nonexistent,61.1,93.994,-36.4,0
15882,48,high,employment,married,no,no,yes,cellular,November,Friday,1,-1,0,nonexistent,59.9,93.2,-42,0
15883,48,high,employment,divorced,no,no,no,telephone,July,Friday,2,-1,0,nonexistent,61.4,93.918,-42.7,0
15884,40,high,employment,single,no,no,yes,telephone,May,Monday,1,-1,0,nonexistent,61.1,93.994,-36.4,0
15885,37,low,employment,divorced,no,no,no,telephone,May,Tuesday,5,-1,1,failure,58.2,92.893,-46.2,0
15886,57,high,employment,single,no,no,yes,cellular,May,Monday,3,-1,0,nonexistent,58.2,92.893,-46.2,1
15887,27,medium,employment,single,no,no,no,cellular,June,Tuesday,2,-1,0,nonexistent,58.3,94.055,-39.8,1
15888,57,medium,employment,divorced,no,no,no,telephone,May,Tuesday,1,-1,0,nonexistent,61.1,93.994,-36.4,0
15889,38,medium,employment,married,unknown,no,no,cellular,May,Thursday,1,-1,0,nonexistent,58.2,92.893,-46.2,0
15890,75,low,retired,divorced,unknown,yes,no,cellular,Octobor,Thursday,1,-1,0,nonexistent,56.6,92.431,-26.9,1
15891,54,high,employment,divorced,no,yes,yes,cellular,November,Tuesday,2,-1,0,nonexistent,59.9,93.2,-42,0
15892,48,high,employment,married,no,yes,no,cellular,Octobor,Wednesday,1,-1,1,failure,56.6,92.431,-26.9,1
15893,53,high,employment,divorced,no,yes,no,cellular,April,Thursday,2,-1,0,nonexistent,58.2,93.749,-34.6,1
15894,41,medium,employment,divorced,no,yes,no,telephone,June,Monday,1,-1,0,nonexistent,61.4,94.465,-41.8,0
15895,34,medium,employment,single,no,yes,no,telephone,June,Thursday,2,-1,0,nonexistent,61.4,94.465,-41.8,0
15896,57,high,employment,married,unknown,no,no,cellular,August,Wednesday,5,-1,0,nonexistent,61.4,93.444,-36.1,0
15897,43,medium,employment,married,no,yes,no,cellular,April,Thursday,2,-1,0,nonexistent,58.2,93.075,-47.1,0
15898,39,high,employment,married,no,yes,no,cellular,August,Friday,4,-1,0,nonexistent,61.4,93.444,-36.1,0
15899,38,medium,employment,married,unknown,yes,no,cellular,May,Tuesday,2,-1,1,failure,58.2,92.893,-46.2,0
15900,33,high,employment,single,no,no,no,cellular,August,Friday,5,-1,0,nonexistent,61.4,93.444,-36.1,0
15901,33,high,employment,married,no,no,yes,cellular,May,Thursday,8,-1,1,failure,58.2,92.893,-46.2,0
15902,33,high,employment,single,no,yes,no,cellular,March,Friday,1,-1,0,nonexistent,58.2,93.369,-34.8,1
15903,36,high,employment,single,unknown,yes,no,cellular,April,Monday,2,-1,0,nonexistent,58.2,93.075,-47.1,0
15904,41,high,employment,single,no,unknown,unknown,cellular,August,Tuesday,1,-1,0,nonexistent,61.4,93.444,-36.1,0
15905,48,medium,employment,married,no,yes,no,cellular,July,Wednesday,2,-1,0,nonexistent,61.4,93.918,-42.7,0
15906,32,medium,student,married,no,yes,no,telephone,December,Wednesday,5,-1,0,nonexistent,57.0,92.713,-33,0
15907,45,medium,employment,married,unknown,yes,yes,telephone,May,Wednesday,1,-1,0,nonexistent,61.1,93.994,-36.4,0
15908,30,high,employment,married,no,yes,no,cellular,August,Tuesday,1,-1,0,nonexistent,61.4,93.444,-36.1,0
15909,38,high,employment,single,no,no,no,telephone,June,Monday,1,-1,0,nonexistent,61.4,94.465,-41.8,0
15910,34,high,employment,married,unknown,yes,no,cellular,August,Thursday,5,-1,0,nonexistent,61.4,93.444,-36.1,0
15911,30,medium,employment,married,no,yes,no,cellular,July,Thursday,1,-1,0,nonexistent,61.4,93.918,-42.7,0
15912,47,medium,employment,married,no,no,no,cellular,June,Tuesday,1,-1,0,nonexistent,58.3,94.055,-39.8,0
15913,46,low,employment,married,unknown,no,no,cellular,July,Friday,1,-1,0,nonexistent,61.4,93.918,-42.7,0
15914,31,high,employment,married,no,no,no,cellular,July,Tuesday,6,-1,0,nonexistent,61.4,93.918,-42.7,0
15915,40,low,employment,married,no,yes,no,cellular,April,Thursday,1,-1,1,failure,58.2,93.075,-47.1,0
15916,39,medium,employment,married,no,no,no,cellular,May,Tuesday,1,-1,0,nonexistent,58.2,92.893,-46.2,0
15917,38,high,employment,married,no,no,no,cellular,April,Thursday,2,2,2,success,58.2,93.075,-47.1,1
15918,62,medium,retired,married,no,no,no,cellular,July,Tuesday,2,-1,0,nonexistent,58.3,94.215,-40.3,1
15919,53,high,employment,married,no,yes,no,cellular,November,Thursday,2,-1,1,failure,59.9,93.2,-42,1
15920,56,low,employment,married,no,yes,no,cellular,May,Monday,1,-1,0,nonexistent,58.2,92.893,-46.2,0
15921,53,high,employment,married,unknown,no,yes,cellular,August,Thursday,2,-1,0,nonexistent,61.4,93.444,-36.1,0
15922,50,low,employment,married,no,yes,no,cellular,September,Wednesday,3,-1,1,failure,56.6,92.379,-29.8,0
15923,30,high,employment,single,no,yes,no,cellular,September,Tuesday,1,-1,0,nonexistent,56.6,92.379,-29.8,1
15924,42,low,employment,single,no,yes,no,cellular,July,Friday,2,-1,0,nonexistent,61.4,93.918,-42.7,0
15925,24,medium,employment,married,no,no,no,cellular,July,Wednesday,2,-1,0,nonexistent,61.4,93.918,-42.7,0
15926,36,medium,employment,married,no,yes,no,telephone,June,Thursday,2,-1,0,nonexistent,61.4,94.465,-41.8,0
15927,46,medium,employment,married,no,no,yes,cellular,May,Wednesday,2,-1,0,nonexistent,58.2,92.893,-46.2,0
15928,30,low,employment,single,no,yes,no,cellular,July,Tuesday,2,-1,0,nonexistent,61.4,93.918,-42.7,0
15929,51,medium,employment,married,no,yes,no,cellular,July,Wednesday,3,-1,0,nonexistent,61.4,93.918,-42.7,0
15930,28,medium,student,single,no,no,yes,cellular,May,Wednesday,1,3,5,success,58.2,93.876,-40,1
15931,35,low,employment,married,no,yes,no,telephone,May,Monday,1,-1,0,nonexistent,61.1,93.994,-36.4,0
15932,55,high,employment,divorced,no,yes,yes,telephone,May,Monday,7,-1,0,nonexistent,61.1,93.994,-36.4,0
15933,31,medium,employment,married,unknown,yes,no,cellular,July,Tuesday,3,-1,0,nonexistent,61.4,93.918,-42.7,0
15934,36,medium,employment,married,no,no,no,cellular,May,Thursday,3,-1,0,nonexistent,58.2,92.893,-46.2,0
15935,51,low,employment,married,unknown,no,yes,cellular,July,Monday,1,-1,0,nonexistent,61.4,93.918,-42.7,0
15936,46,high,employment,married,no,no,no,cellular,August,Thursday,5,-1,0,nonexistent,61.4,93.444,-36.1,0
15937,39,high,employment,married,unknown,no,no,cellular,July,Thursday,3,-1,0,nonexistent,61.4,93.918,-42.7,0
15938,39,medium,employment,married,unknown,yes,no,telephone,May,Tuesday,2,-1,0,nonexistent,61.1,93.994,-36.4,0
15939,45,medium,employment,married,no,no,no,cellular,August,Wednesday,6,-1,0,nonexistent,61.4,93.444,-36.1,0
15940,32,high,employment,married,no,no,no,cellular,May,Thursday,2,-1,0,nonexistent,58.2,92.893,-46.2,0
15941,37,medium,employment,married,no,yes,yes,telephone,May,Friday,1,-1,0,nonexistent,61.1,93.994,-36.4,0
15942,52,medium,employment,married,no,no,no,cellular,August,Friday,4,-1,0,nonexistent,61.4,93.444,-36.1,0
15943,39,medium,employment,married,unknown,no,no,telephone,May,Tuesday,4,-1,0,nonexistent,61.1,93.994,-36.4,1
15944,48,high,employment,married,unknown,no,no,telephone,May,Tuesday,8,-1,0,nonexistent,61.1,93.994,-36.4,0
15945,28,medium,employment,single,no,yes,yes,cellular,April,Thursday,4,-1,1,failure,58.2,93.075,-47.1,0
15946,30,high,student,single,no,no,yes,cellular,April,Friday,2,-1,1,failure,58.2,93.075,-47.1,0
15947,47,medium,employment,married,unknown,yes,no,cellular,August,Friday,5,-1,0,nonexistent,61.4,93.444,-36.1,0
15948,37,medium,employment,single,no,yes,yes,telephone,May,Monday,2,-1,0,nonexistent,61.1,93.994,-36.4,0
15949,34,medium,employment,married,no,no,no,cellular,May,Tuesday,3,-1,0,nonexistent,58.2,92.893,-46.2,0
15950,42,low,employment,single,no,no,no,telephone,June,Wednesday,2,-1,0,nonexistent,61.4,94.465,-41.8,0
15951,42,medium,employment,married,no,no,no,cellular,April,Friday,2,-1,1,nonexistent,58.2,93.075,-47.1,1
15952,34,high,employment,married,no,no,no,cellular,August,Monday,1,-1,0,nonexistent,57.1,92.201,-31.4,0
15953,28,medium,employment,single,no,yes,no,cellular,July,Monday,2,-1,0,nonexistent,61.4,93.918,-42.7,0
15954,48,low,employment,married,no,no,yes,telephone,June,Monday,1,-1,0,nonexistent,61.4,94.465,-41.8,0
15955,59,high,retired,married,no,yes,no,cellular,August,Tuesday,1,-1,0,nonexistent,61.4,93.444,-36.1,0
15956,72,high,retired,divorced,no,no,no,cellular,August,Tuesday,1,-1,0,nonexistent,57.1,92.201,-31.4,0
15957,58,low,employment,married,unknown,yes,no,telephone,June,Wednesday,3,-1,0,nonexistent,61.4,94.465,-41.8,0
15958,34,high,employment,married,no,no,no,cellular,July,Monday,4,-1,0,nonexistent,61.4,93.918,-42.7,0
15959,31,high,employment,single,no,no,yes,cellular,August,Tuesday,6,-1,0,nonexistent,61.4,93.444,-36.1,0
15960,36,high,employment,married,no,yes,no,cellular,August,Monday,1,-1,0,nonexistent,61.4,93.444,-36.1,0
15961,47,low,employment,married,unknown,yes,no,telephone,May,Monday,1,-1,0,nonexistent,58.2,92.893,-46.2,0
15962,33,high,employment,married,unknown,yes,no,cellular,August,Tuesday,14,-1,0,nonexistent,61.4,93.444,-36.1,0
15963,32,high,employment,single,no,no,no,telephone,June,Monday,20,-1,0,nonexistent,61.4,94.465,-41.8,0
15964,29,high,employment,single,no,no,no,cellular,May,Thursday,1,3,3,success,58.2,93.876,-40,1
15965,39,high,employment,married,no,yes,yes,telephone,June,Tuesday,1,-1,0,nonexistent,61.4,94.465,-41.8,0
15966,49,high,employment,married,no,no,no,cellular,April,Thursday,1,-1,1,failure,58.2,93.075,-47.1,0
15967,80,low,retired,divorced,no,no,no,cellular,Octobor,Tuesday,1,-1,0,nonexistent,56.6,92.431,-26.9,0
15968,55,high,employment,divorced,unknown,yes,yes,telephone,May,Thursday,1,-1,0,nonexistent,61.1,93.994,-36.4,0
15969,56,medium,employment,married,no,no,no,telephone,June,Friday,2,-1,0,nonexistent,61.4,94.465,-41.8,0
15970,33,medium,employment,married,unknown,yes,no,cellular,May,Tuesday,2,-1,0,nonexistent,58.2,92.893,-46.2,0
15971,32,high,employment,married,no,no,no,cellular,November,Monday,2,-1,1,nonexistent,59.9,93.2,-42,1
15972,50,low,employment,married,no,yes,no,telephone,May,Wednesday,2,-1,1,nonexistent,61.1,93.994,-36.4,1
15973,41,medium,employment,married,unknown,no,no,telephone,June,Wednesday,1,-1,0,nonexistent,61.4,94.465,-41.8,0
15974,49,high,employment,divorced,no,yes,no,cellular,May,Friday,1,-1,1,failure,58.2,92.893,-46.2,0
15975,48,low,employment,married,no,yes,no,cellular,July,Tuesday,1,-1,0,nonexistent,61.4,93.918,-42.7,0
15976,56,high,employment,married,no,no,no,telephone,August,Tuesday,1,-1,0,nonexistent,57.1,92.201,-31.4,0
15977,30,high,employment,single,no,no,no,cellular,August,Tuesday,1,-1,0,nonexistent,61.4,93.444,-36.1,0
15978,53,high,employment,married,unknown,no,no,cellular,July,Wednesday,2,-1,0,nonexistent,61.4,93.918,-42.7,0
15979,32,high,employment,single,no,yes,no,cellular,August,Tuesday,1,-1,0,nonexistent,61.4,93.444,-36.1,0
15980,33,high,employment,married,no,no,no,cellular,July,Thursday,3,-1,0,nonexistent,61.4,93.918,-42.7,0
15981,57,low,employment,married,unknown,yes,no,telephone,May,Tuesday,2,-1,0,nonexistent,61.1,93.994,-36.4,0
15982,34,high,employment,single,no,yes,no,cellular,August,Thursday,3,-1,0,nonexistent,61.4,93.444,-36.1,0
15983,59,high,employment,married,no,no,no,cellular,May,Monday,2,-1,0,nonexistent,58.2,92.893,-46.2,1
15984,37,high,employment,single,no,yes,no,cellular,November,Tuesday,2,-1,0,nonexistent,59.9,93.2,-42,1
15985,37,high,employment,married,no,yes,yes,cellular,March,Tuesday,3,-1,0,nonexistent,58.2,92.843,-50,1
15986,36,high,employment,married,no,yes,no,cellular,August,Thursday,3,-1,0,nonexistent,61.4,93.444,-36.1,0
15987,27,medium,employment,married,unknown,no,no,telephone,May,Monday,1,-1,0,nonexistent,61.1,93.994,-36.4,0
15988,46,high,employment,divorced,no,no,no,cellular,July,Friday,2,-1,0,nonexistent,61.4,93.918,-42.7,0
15989,57,high,employment,married,unknown,no,no,cellular,July,Monday,4,-1,0,nonexistent,61.4,93.918,-42.7,0
15990,37,medium,employment,married,no,no,no,cellular,May,Wednesday,1,-1,1,failure,58.2,92.893,-46.2,0
15991,50,medium,employment,married,no,yes,no,telephone,May,Monday,5,-1,0,nonexistent,58.2,92.893,-46.2,1
15992,39,low,employment,married,no,yes,yes,telephone,May,Thursday,4,-1,0,nonexistent,61.1,93.994,-36.4,0
15993,46,low,employment,divorced,no,yes,no,telephone,May,Friday,3,-1,0,nonexistent,61.1,93.994,-36.4,0
15994,32,high,employment,single,no,yes,no,cellular,August,Thursday,4,-1,0,nonexistent,61.4,93.444,-36.1,0
15995,32,medium,employment,divorced,no,no,no,telephone,June,Tuesday,1,-1,0,nonexistent,61.4,94.465,-41.8,0
15996,34,medium,employment,married,no,no,no,cellular,May,Wednesday,2,-1,0,nonexistent,58.2,92.893,-46.2,0
15997,31,high,employment,single,no,no,no,cellular,May,Monday,2,-1,0,nonexistent,58.2,92.893,-46.2,1
15998,53,medium,employment,married,unknown,yes,yes,cellular,August,Thursday,1,-1,0,nonexistent,61.4,93.444,-36.1,0
15999,29,medium,employment,married,no,yes,no,telephone,November,Friday,1,-1,0,nonexistent,59.9,93.2,-42,1
16000,56,high,employment,divorced,unknown,no,yes,cellular,July,Thursday,2,-1,0,nonexistent,61.4,93.918,-42.7,0
16001,37,low,employment,married,unknown,yes,no,telephone,June,Wednesday,1,-1,0,nonexistent,61.4,94.465,-41.8,0
16002,35,high,employment,married,no,no,no,cellular,November,Wednesday,1,-1,0,nonexistent,59.9,93.2,-42,0
16003,32,high,employment,single,no,yes,no,cellular,August,Monday,3,-1,0,nonexistent,61.4,93.444,-36.1,0
16004,25,high,employment,single,no,yes,no,cellular,May,Friday,2,-1,0,nonexistent,58.2,92.893,-46.2,0
16005,37,medium,employment,married,unknown,no,yes,telephone,May,Friday,1,-1,0,nonexistent,61.1,93.994,-36.4,0
16006,47,high,employment,divorced,no,yes,no,telephone,July,Tuesday,1,-1,0,nonexistent,61.4,93.918,-42.7,0
16007,34,medium,employment,single,no,yes,no,telephone,Octobor,Wednesday,1,-1,0,nonexistent,59.9,93.798,-40.4,1
16008,30,low,employment,single,no,no,no,telephone,May,Thursday,1,-1,0,nonexistent,61.1,93.994,-36.4,0
16009,36,medium,employment,single,no,yes,no,telephone,May,Wednesday,4,-1,0,nonexistent,58.2,92.893,-46.2,0
16010,32,high,employment,single,no,no,no,cellular,May,Wednesday,1,-1,0,nonexistent,58.2,92.893,-46.2,0
16011,51,medium,employment,married,no,yes,no,cellular,September,Tuesday,1,3,1,success,56.6,92.379,-29.8,0
16012,38,high,employment,married,no,no,no,cellular,August,Tuesday,2,-1,0,nonexistent,61.4,93.444,-36.1,0
16013,33,high,employment,married,no,no,yes,cellular,July,Thursday,2,-1,1,nonexistent,61.4,93.918,-42.7,1
16014,28,medium,student,single,no,yes,no,cellular,May,Thursday,8,-1,0,nonexistent,58.2,92.893,-46.2,0
16015,38,medium,employment,single,no,yes,no,cellular,November,Tuesday,2,-1,1,failure,59.9,93.2,-42,0
16016,43,low,employment,married,no,yes,no,cellular,November,Tuesday,3,-1,1,failure,59.9,93.2,-42,0
16017,48,medium,employment,married,no,yes,no,cellular,August,Monday,1,-1,0,nonexistent,57.1,92.201,-31.4,1
16018,64,low,retired,married,no,unknown,unknown,telephone,August,Friday,3,-1,0,nonexistent,58.3,94.027,-38.3,1
